"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000005059",39.6620243534434,0.0117404269126633,0.0763162938388619,0.441305855601941,0.882109008604093
"ENSG00000005075",171.125598425933,-0.0168400988559759,0.0735754938230078,0.524836166258601,0.900851646912096
"ENSG00000005100",400.984990127213,0.0215937942187624,0.0750464061276847,0.422094531822488,0.876248140397485
"ENSG00000005102",10.6758147560411,0.016756121761976,0.0786699124691334,0.0973674849595013,0.746425597964166
"ENSG00000005108",569.771178446143,0.0216262304510116,0.0781623007758577,0.278800943767924,0.834184340220021
"ENSG00000005156",549.850588920057,0.0068344300906596,0.0714385081840282,0.798488064273249,0.970300484137329
"ENSG00000005175",272.160020374062,0.000963020639936397,0.0738883306768082,0.962249110647478,0.994118511173559
"ENSG00000005187",7.09571194918239,-0.0105181032327341,0.0769183683105491,0.318476212209454,0.848099980138898
"ENSG00000005189",49.9287750314611,0.0620684527688659,0.114859040606539,0.009120241525176,0.518675170276841
"ENSG00000005194",278.013638915164,0.30516934684978,0.447311858416849,0.00767781205555657,0.496329073239111
"ENSG00000005206",694.242757296778,0.0125664668820369,0.07621600505542,0.43720494127015,0.881569992308839
"ENSG00000005238",429.901880414864,0.0231775454794877,0.0779237097884385,0.300986185043338,0.841908408704401
"ENSG00000005243",47.0936042397131,-0.0105691272154835,0.0757690486302137,0.519885304300473,0.900395770055087
"ENSG00000005249",755.058973473215,0.0139195094928051,0.0770038660764082,0.337712416449157,0.849762250177575
"ENSG00000005302",329.086088340785,0.00145436914878443,0.0722274823431723,0.953410029920061,0.993476487341566
"ENSG00000005339",3740.82578048671,-0.0657928369527151,0.104469898741247,0.0731889301521155,0.72327840876358
"ENSG00000005379",4437.65754883543,0.0403328038677945,0.0892489391296463,0.062438088425397,0.712367978086204
"ENSG00000005381",41.8278028999652,1.59628145883788,0.595420978533892,0.000220607773314645,0.131542624629751
"ENSG00000005421",14.1901152428883,-0.0273548913930026,0.0820798509156181,0.092258480236988,0.744907920560555
"ENSG00000005436",258.536806155299,-0.0194814767604695,0.0763616855696959,0.383182621756475,0.865163213262624
"ENSG00000005448",170.275027252284,0.000870387555437711,0.074895317362354,0.958658771597912,0.993816526085226
"ENSG00000005469",115.270723165326,0.0225534153719449,0.0779252644589433,0.299570779870833,0.840677261486208
"ENSG00000005471",22.6473001624961,0.0237261319414475,0.0815122925213047,0.019987522556869,0.621273785513847
"ENSG00000005483",2617.44141589529,-0.0279707867349911,0.07564979656675,0.344492361454762,0.854065195481731
"ENSG00000005486",2109.47083038972,0.0352450496603698,0.0862613063712356,0.0664165091065567,0.716449098099681
"ENSG00000005513",1729.41714441947,-0.0146289062128851,0.0777826865248923,0.202957332796132,0.805665452088959
"ENSG00000005700",747.875643937781,-0.002244962141961,0.0742041082337713,0.896802449218121,0.985592547042669
"ENSG00000005801",352.898561741978,0.00209704793197592,0.0727082751374338,0.922799731729788,0.989110118883177
"ENSG00000005810",6339.10668035029,0.0232410302759452,0.0792814009522571,0.226225867688614,0.81410424410703
"ENSG00000005812",439.922622358631,-0.020681048450281,0.0776827029243219,0.320935323601539,0.848127808761128
"ENSG00000005844",77.2310753301916,0.00874688465238991,0.0763210800028796,0.476413415357279,0.889574638712077
"ENSG00000005882",693.048511226724,0.00786932273768639,0.0729219056167879,0.740504079295186,0.959235185421549
"ENSG00000005884",695.533673237116,0.0110435045447655,0.0752502707438202,0.55809619253687,0.908168889716826
"ENSG00000005889",702.913727243058,-0.0206923302127798,0.07485353248355,0.441252540306289,0.882075520865028
"ENSG00000005893",2613.30708830638,-0.015589090736267,0.0780193046194659,0.184894503696556,0.7953108947851
"ENSG00000005961",89.3825202424298,-0.0171031999750285,0.0765416437734651,0.38528041621505,0.865163213262624
"ENSG00000005981",33.1078488077184,-0.00414848947303877,0.0757622958810169,0.730670294348526,0.958129961780476
"ENSG00000006007",660.174066332513,-0.00262603049549673,0.0722284594583243,0.911920654895895,0.987420640659002
"ENSG00000006015",600.032298610917,0.0294313120744511,0.0812719543593836,0.182894227652439,0.794421374267955
"ENSG00000006016",345.98737696595,0.0174325598114883,0.0787175978330197,0.1208012804146,0.759482505229609
"ENSG00000006025",348.463379772723,-0.0105009247076209,0.0735654810474496,0.65070569722982,0.936131945225741
"ENSG00000006042",489.815691089902,-0.0178118042765753,0.079238506505854,0.0407767572964396,0.669482904608354
"ENSG00000006047",32.0724517474474,0.0225978903101904,0.0799826738613314,0.136056761524619,0.77281430831265
"ENSG00000006062",217.537567608574,0.00728769535008126,0.0752768389437848,0.656485120054621,0.938359237456354
"ENSG00000006071",1247.93493284115,0.00846219605089352,0.0752204057567365,0.504178417247605,0.896762127590082
"ENSG00000006116",580.197919665466,0.0256311013679099,0.0817982498410138,0.0629291486398989,0.714218472411967
"ENSG00000006118",3051.25169420128,0.0228392797106624,0.0790455967270286,0.225856289179677,0.813851042650567
"ENSG00000006125",4411.48824068461,0.0287559016386718,0.0804678013421153,0.211096156286254,0.80881406757437
"ENSG00000006128",28.0503442302387,0.0135135337662784,0.0776320016894957,0.200756717785785,0.803926195184245
"ENSG00000006194",403.370640840118,0.0273999919387345,0.0783927712805809,0.289173336458092,0.839053863416013
"ENSG00000006210",1419.18964435549,0.496458122522752,0.332841777204208,0.00317017933541842,0.354227694477302
"ENSG00000006282",649.604763402166,0.0151717994838138,0.0754396205002223,0.480474958860289,0.890469046820684
"ENSG00000006283",1031.64283453295,0.0228908841849892,0.0806711631799613,0.072141085040075,0.72116637502562
"ENSG00000006327",45.6686916800806,0.00318569693681898,0.0762091792010604,0.710958847350096,0.952559684603946
"ENSG00000006377",30.3441194540006,0.0134735903141888,0.0778055315910968,0.146061871082682,0.775593868100841
"ENSG00000006432",1848.83847425098,0.0264022087386931,0.0810938782721256,0.15090481905454,0.775593868100841
"ENSG00000006451",385.758918472933,-0.00338802081907881,0.0729617568112915,0.878159640549315,0.982694515354657
"ENSG00000006453",40.3620570671229,-0.0100230964645641,0.0759393994460363,0.511081484857868,0.89904462369524
"ENSG00000006459",433.758322309836,-0.00384789915232933,0.0715942373504385,0.874348210828049,0.98158066568337
"ENSG00000006468",604.715399497524,-0.00476608597866904,0.0759594124898703,0.667180372662616,0.939748305159075
"ENSG00000006530",473.878553757192,0.0153170928727415,0.0738944624399988,0.54281396725977,0.905587443512395
"ENSG00000006534",84.7490494891387,-0.0128052659526722,0.0765223151107589,0.404454807117161,0.869522759789813
"ENSG00000006555",23.7654288676307,0.00482595711686761,0.0763529201393163,0.566518353845904,0.910348780539603
"ENSG00000006576",303.174975029573,-0.000853275572151043,0.0732189709121114,0.966569045851029,0.994604235519742
"ENSG00000006606",0.993737689212199,-0.00351867971684755,0.0766762178039336,0.172550339326514,NA
"ENSG00000006607",697.818726696493,-0.0215236354295856,0.0778285120876329,0.295890420809424,0.839680708315083
"ENSG00000006611",99.8258061087987,-0.00429860043124156,0.0757573656310519,0.723094156233773,0.956842857886941
"ENSG00000006625",66.176055502341,0.0197336059146471,0.0781035803796815,0.266160224869742,0.831723053400982
"ENSG00000006634",47.7703576454056,-0.00589989790736646,0.0747058930906123,0.738022678518756,0.959235185421549
"ENSG00000006638",30.140134717799,0.00425287885170048,0.075536589289892,0.753491528254346,0.961330744160021
"ENSG00000006652",559.142856813513,0.00149128156675298,0.0749338250748104,0.92646942211773,0.989777755683766
"ENSG00000006695",166.864164422028,0.0142857712756551,0.0727567317929717,0.594103531645843,0.917429433045356
"ENSG00000006704",454.902143913267,0.00307575524529061,0.0754281774653771,0.819940788930745,0.97333980687791
"ENSG00000006712",657.03391545291,-0.00161028936610886,0.0732781436656043,0.929151241688039,0.990331713407295
"ENSG00000006715",1304.00263506193,0.0142700756767381,0.07574895879565,0.475140117048145,0.889574638712077
"ENSG00000006740",1178.67761251993,0.0123317462448649,0.0749552296350369,0.551326146437307,0.907009623019876
"ENSG00000006744",669.125863654073,0.0463827104617638,0.0835814179373776,0.185779024338545,0.795858758259276
"ENSG00000006747",165.921803575144,-0.00047490247510269,0.075862213774446,0.960124160577232,0.993916898381243
"ENSG00000006756",142.692698676732,0.013966224413985,0.076744732931935,0.375507057848466,0.863554858266559
"ENSG00000006757",104.168694064876,0.0219141961464628,0.0786145628678628,0.24839709080149,0.824924329851196
"ENSG00000006788",2.53420113502209,0.0069154004066899,0.0767972746683917,0.2728358141948,NA
"ENSG00000006831",1497.31602223035,-0.0249559513403205,0.081162708030835,0.0935127921736406,0.745599393655055
"ENSG00000006837",30.53303949854,0.00500514115461331,0.0741733778851249,0.796326632873811,0.970253233720052
"ENSG00000007001",73.4792910765961,-0.00424996084303109,0.0739263367256942,0.829276805319763,0.974080281163757
"ENSG00000007038",2.01345760370354,0.000768013320859477,0.0764723118474924,0.860258915306613,NA
"ENSG00000007047",1214.99327734988,0.0329730733555992,0.0806165306075465,0.228389450617812,0.814580112146953
"ENSG00000007062",62.0271823305785,8.85348689332284e-05,0.0747062727910675,0.997221992350778,0.999348184300965
"ENSG00000007080",577.604629955596,0.0206589002541055,0.0761287000057195,0.39110571782424,0.865629487298684
"ENSG00000007129",12.2317727851717,-0.000534812038211158,0.0759909661203547,0.953484541701132,0.993476487341566
"ENSG00000007168",4009.29149584699,0.0203769423486284,0.0773998825977987,0.336347846877666,0.84900624391281
"ENSG00000007171",83.702324896992,0.0184964539089333,0.0790241737320422,0.113501556042749,0.755441761538297
"ENSG00000007174",257.516329217378,0.00283904480021302,0.0743480521108073,0.877298465316443,0.982170403036958
"ENSG00000007202",2451.94530807693,0.0088825694002705,0.0661197619239702,0.813740425620972,0.9724606006883
"ENSG00000007237",9003.8774885852,0.0209894423416288,0.0783349962685018,0.178225404105133,0.789009012088746
"ENSG00000007255",90.8098226899937,0.0149356799510947,0.0769604637412323,0.351165712736352,0.857297806055484
"ENSG00000007264",627.699216729966,0.0354337664717425,0.0870041580020305,0.0389428760193247,0.660865138833332
"ENSG00000007312",3.06384380815072,-0.00203651467255645,0.0761910387404946,0.801518588046225,NA
"ENSG00000007314",8.50428049789729,-0.0152047812490848,0.0782474663725528,0.111708440205497,0.755441761538297
"ENSG00000007341",221.549984629042,-0.0384599762812071,0.0801720529037123,0.23856989882996,0.82041661617324
"ENSG00000007350",2.92144148956326,0.00547366084212189,0.0767012997024584,0.303725092631847,NA
"ENSG00000007372",555.395166311063,-0.0294914132681683,0.0841551298355832,0.0236456677714074,0.635420594134198
"ENSG00000007376",307.890488346547,0.0168480238239905,0.076768807161929,0.370658868026097,0.861614795276653
"ENSG00000007384",268.841454388381,-0.000828642444443959,0.074808511751789,0.956493669172572,0.993816526085226
"ENSG00000007392",939.010653238311,0.0178024676898826,0.0743160338091147,0.49371596441537,0.895410866077101
"ENSG00000007402",334.59732946506,-0.00297909657861954,0.0728070117740512,0.894440814984185,0.985539881580657
"ENSG00000007516",3416.58322654445,0.0187255347984044,0.0779968462153162,0.269338022984004,0.83312889727776
"ENSG00000007520",400.205318193296,0.0217339656424638,0.0773976152708069,0.323583136388943,0.848276123234051
"ENSG00000007541",719.369505893854,0.0177359626068503,0.0766698190854816,0.376706582010027,0.863554858266559
"ENSG00000007545",346.165658133097,0.0066843718646994,0.0736309439893383,0.757178855935188,0.961969315371085
"ENSG00000007866",87.5558508430413,0.00449341892709302,0.0755155740235801,0.743997485398974,0.959490804881929
"ENSG00000007908",52.3809980007506,3.15028304758652,0.752925606137478,1.11551232753253e-06,0.00707122174211016
"ENSG00000007923",453.499531735835,0.0454728983598224,0.0862552517840969,0.158362965627563,0.778679023142922
"ENSG00000007933",16.378310326679,-0.00374199154405414,0.0760218258227718,0.713674667744623,0.953362975535198
"ENSG00000007944",295.194736430495,-0.00441817657610116,0.0749309861378619,0.785421851176976,0.96797779092506
"ENSG00000007952",2.64377580072249,0.000452175535479581,0.0762927206974957,0.947557987352375,NA
"ENSG00000007968",3.39603714310929,0.0104837489597902,0.077369981424796,0.120040291253517,NA
"ENSG00000008018",579.05260278866,0.00925685978619296,0.0721761587575605,0.589380566288802,0.916914992873667
"ENSG00000008056",3844.65301169666,0.0371215338478177,0.0874502548114516,0.0613465356561504,0.710383706557649
"ENSG00000008083",808.308883854674,-0.0252658602570798,0.0769128866361092,0.336247173970952,0.84900624391281
"ENSG00000008086",2563.2220817499,0.0217588552617914,0.0792261069142919,0.201879992421136,0.805347572069826
"ENSG00000008118",585.757978561804,0.036399697640809,0.0887635790198948,0.00995046239387322,0.524131438865748
"ENSG00000008128",43.5509662068537,-0.0384147277697444,0.0886398603120106,0.0464615223031847,0.681668745006759
"ENSG00000008130",517.744707064511,0.00312646034597964,0.0727634437627627,0.890680651817494,0.984795442702814
"ENSG00000008196",1.4421459065418,-0.00324575419625891,0.0766732271987937,0.133582630551723,NA
"ENSG00000008197",1.10300938921905,-0.00257050173738124,0.0765497392998681,0.52311820417377,NA
"ENSG00000008226",88.6642571552015,-0.0176934116398007,0.0783684409335716,0.191187709044367,0.797630637146425
"ENSG00000008256",768.602770315354,0.0227835360369677,0.0762926057686371,0.369011622389459,0.861351652506085
"ENSG00000008277",2036.24773130696,0.00738745856558891,0.075309875002016,0.651670725455034,0.936738854497403
"ENSG00000008282",265.12895840081,-0.0130704231122084,0.0770443052857454,0.323057566784608,0.848276123234051
"ENSG00000008283",551.263011551655,0.0325507417093984,0.084917133452798,0.0637782235733159,0.715835158346173
"ENSG00000008294",4203.77988951325,-0.00817154622973881,0.0733852084441848,0.719117842179404,0.95518271719843
"ENSG00000008300",2662.88492005876,0.0103262020686497,0.0754402939430027,0.561665247529992,0.909005873223277
"ENSG00000008311",528.79017553156,-0.00775617299509382,0.0759842178312168,0.554266205585836,0.907739148378122
"ENSG00000008323",15.9993235856658,0.0076597955547346,0.0766974416308316,0.363024707397585,0.859309165782769
"ENSG00000008324",67.0879574385294,0.00910336500039936,0.0753008580341055,0.596111282110383,0.918286316917226
"ENSG00000008382",259.276770146906,0.0192937936337681,0.0777481732110471,0.294009891219526,0.839680708315083
"ENSG00000008394",342.126160209976,0.0161553284748168,0.075481489721326,0.461883294828265,0.886749642268162
"ENSG00000008405",255.489044635566,-0.0205045118806855,0.077931191544935,0.284946360285561,0.83807391217208
"ENSG00000008438",56.8511058001399,0.0170991198026613,0.0785144427547523,0.14789371498864,0.775593868100841
"ENSG00000008441",5396.88810793722,0.00495138478372987,0.0732061359139617,0.830415656081304,0.974080281163757
"ENSG00000008513",733.487725957533,0.0469463720378042,0.0933054682000249,0.0672580217041684,0.716449098099681
"ENSG00000008516",35.9354731664272,-0.0140498158688884,0.0774367668899336,0.262561455366956,0.827848594479353
"ENSG00000008517",41.5937027775048,0.0120840289269808,0.0772275060832382,0.266348074657736,0.831816287739236
"ENSG00000008710",9211.09925760887,-0.00159965903128785,0.07488598455405,0.946783403118345,0.992286611192082
"ENSG00000008735",4981.13355126895,0.0537927244046457,0.10102665198584,0.0374762058328662,0.660865138833332
"ENSG00000008838",1028.42977540184,0.0230713244431879,0.0729690298989003,0.455676162018754,0.886080249801244
"ENSG00000008853",1498.59469061411,0.0424969377745737,0.0921190799099743,0.0341936838657006,0.653692026214605
"ENSG00000008869",859.338949893871,0.00963821635898689,0.0746721741297101,0.606665352152455,0.921716573380921
"ENSG00000008952",2076.45745926216,0.00567800431621764,0.0738694505995064,0.784752794009112,0.967948937739442
"ENSG00000008988",1251.55239272581,-0.0378484594536183,0.0802507016253824,0.235364030785652,0.817614734138173
"ENSG00000009307",3726.2728627895,0.00165992880535312,0.073220196328829,0.874575399005085,0.98158066568337
"ENSG00000009335",1064.58807339406,0.0152846384979806,0.0715996775915729,0.598618912575305,0.918654336918952
"ENSG00000009413",1426.16122901016,-0.015310404026911,0.0741437615188324,0.544809551418812,0.905813416896882
"ENSG00000009694",554.687005015506,-0.0119846001974792,0.0766765212898635,0.382258296320644,0.865163213262624
"ENSG00000009709",36.1641218225292,0.0151932001839508,0.07768087326394,0.243716720092553,0.822786995753522
"ENSG00000009724",94.9935100145328,-0.0116760501901265,0.0739966539793762,0.60448767776842,0.920652711870303
"ENSG00000009765",1.43028895142712,0.00886990843222542,0.0772652240222569,0.0231011225346029,NA
"ENSG00000009780",160.354356819474,-0.00217884519976704,0.0733804724946885,0.91818493308023,0.988691450370696
"ENSG00000009790",60.6787615968033,0.00913331713818953,0.0744675390899378,0.651046844132668,0.936255801878719
"ENSG00000009830",560.441750364753,-0.0263581821883271,0.0782931912704354,0.295712947412742,0.839680708315083
"ENSG00000009844",311.180345979112,0.00708419372808268,0.0753724831752138,0.653460039178121,0.937672228708899
"ENSG00000009950",532.78048443604,0.000326608648889745,0.0750001509929104,0.979283050927195,0.996144903413545
"ENSG00000009954",2086.09896813896,-0.00434231491440079,0.0691939436249254,0.88682789872203,0.984519531329085
"ENSG00000010017",781.270682402691,0.0213590601692399,0.0765316838909158,0.371749016540503,0.861859878351311
"ENSG00000010030",11.8722888692616,0.0238423521978084,0.0817917472246018,0.00625493089292704,0.461347179480969
"ENSG00000010072",123.098927019318,0.000864344181530969,0.072854838352659,0.970010383365329,0.995114543056931
"ENSG00000010165",355.559699762577,0.0353632288392271,0.0840075253914324,0.146426690135863,0.775593868100841
"ENSG00000010219",121.248145370911,-0.0254866193530392,0.0766110315850825,0.34659358331438,0.855123519124562
"ENSG00000010244",1416.97811935142,-0.0351778127986746,0.0839555122513608,0.146852344402049,0.775593868100841
"ENSG00000010256",1104.19023616146,0.0282377885612701,0.0810247805993893,0.177488438078559,0.788406022693188
"ENSG00000010270",292.122771867898,0.0207690619544202,0.0749188851046619,0.435634806144522,0.881569992308839
"ENSG00000010278",571.8604920179,-0.0113800673655833,0.0773259832716578,NA,NA
"ENSG00000010282",515.421251290457,-0.00526727754887509,0.0758675749013004,0.660121866011967,0.939345171395415
"ENSG00000010292",440.599983321132,-0.0197915677225772,0.0768560147997232,0.36498640279204,0.859988202545795
"ENSG00000010295",742.798474052489,0.0214565380747859,0.0769347083975806,0.356029242264372,0.857473359115154
"ENSG00000010310",69.2120404789447,-0.0242888167307959,0.0820177425433898,0.00551348911094833,0.443228219830874
"ENSG00000010318",88.1343791958499,0.0107844769283345,0.0757894366226017,0.517013221597143,0.899501867608396
"ENSG00000010319",241.054627629302,0.0199143308391408,0.0795720937744436,0.0868386635189797,0.741502169473259
"ENSG00000010322",6229.97123783579,0.0119147535154007,0.0745479037649806,0.545156569105606,0.906104196478192
"ENSG00000010327",1059.56323162308,-0.0101446412441155,0.0765182621005461,0.416525422419584,0.872806992225436
"ENSG00000010361",226.349641006213,-0.016205090974923,0.0738313573454829,0.527091920964672,0.900851646912096
"ENSG00000010379",165.551113831931,0.00787364209675425,0.0766766804872961,0.376927092425855,0.863554858266559
"ENSG00000010404",1802.3497259391,0.0342917122772764,0.0834792484169321,0.154816214731542,0.775798520054964
"ENSG00000010438",87.4574269922668,0.0142174333508225,0.0770790874902098,0.334688640952435,0.848678240184951
"ENSG00000010539",105.833421272236,0.0165311049422659,0.0742910053237208,0.508547733712758,0.898025114230665
"ENSG00000010610",234.794356036057,0.00862814686922573,0.0749199717732185,0.640748575498514,0.932600268507874
"ENSG00000010626",169.032409282904,0.022448237318991,0.0763143065684198,0.373257567492587,0.86296839300464
"ENSG00000010671",47.9033820015488,-0.00641090211351139,0.0759654702692232,0.601356594447992,0.91896833543366
"ENSG00000010704",48.7809075669483,-0.0170296046507011,0.0776777572531766,0.276780115100025,0.83312889727776
"ENSG00000010803",536.812961344716,-0.0113195331639648,0.0690901638395211,0.716962849537113,0.954374818341196
"ENSG00000010810",2367.38503425554,-0.0430716189591194,0.0851368310677935,0.167247291185857,0.78273754468402
"ENSG00000010818",3402.4770215341,0.0556367226462763,0.0980301978302047,0.0800743302440866,0.733220105476925
"ENSG00000010932",1.99009932389608,0.00119983050375844,0.0764085150501142,0.826792282248084,NA
"ENSG00000011007",557.90011298942,0.0214658047439209,0.0748932130693215,0.432999462929448,0.880036323675116
"ENSG00000011009",224.168588372052,0.0306913128685565,0.0806704503065953,0.21807897266819,0.810948704303119
